Plate,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Payment Amount,Amount Due,Violation Status
14620JZ,8534669569,06/22/2017,01:58P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8522424834,08/01/2017,04:41P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
22409MB,8556264335,06/15/2017,09:39A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8574004662,07/03/2017,04:00P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,7664588959,09/07/2016,10:10A,REG. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
65572JU,8566360722,06/14/2017,03:17A,STORAGE-3HR COMMERCIAL,,65.00,65.00,0.00,HEARING HELD-GUILTY
91731JA,7281457145,07/13/2016,11:43A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8541262273,06/30/2017,03:13P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,4635562268,06/27/2017,03:43P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,
29765MA,8476559630,07/03/2017,11:12A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,8479041535,06/20/2017,11:54A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8479132541,07/14/2017,11:08A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8583352720,06/20/2017,12:13P,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,1418562014,01/18/2017,07:42A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8503874295,06/21/2017,08:29A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,1418866507,01/25/2017,09:38A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,1414086842,09/28/2016,01:10P,NO PARKING-DAY/TIME LIMITS,,65.00,75.00,0.00,
28426JU,1406931275,11/21/2016,01:10P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8561904719,06/10/2017,09:13A,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
97126JZ,7661458573,08/09/2016,09:50A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8578455435,06/30/2017,10:10A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8586000700,07/06/2017,02:00P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8517882611,08/03/2017,12:48P,FIRE HYDRANT,,115.00,115.00,0.00,
72226JM,8517882623,08/03/2017,12:50P,REG STICKER-MUTILATED/C'FEIT,,65.00,65.00,0.00,
45450MG,7719109089,09/16/2016,03:04P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,1418870183,01/18/2017,01:42P,DOUBLE PARKING,,115.00,115.00,0.00,HEARING HELD-GUILTY
57273MD,8588250329,08/03/2017,11:15A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8508443705,09/15/2017,02:35P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
64999JV,8517742473,08/29/2017,01:30P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8498320768,06/30/2017,11:06A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,8511878944,08/24/2017,11:37A,FIRE HYDRANT,,115.00,115.00,0.00,
HCE5794,7897188383,04/09/2016,01:49P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28426JU,1407696099,07/07/2017,02:30A,NGHT PKG ON RESID STR-COMM VEH,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
29765MA,7813791149,09/14/2016,10:16A,FIRE HYDRANT,,115.00,115.00,0.00,
48660JW,8512887357,07/25/2017,03:07P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,1418870262,02/06/2017,10:52A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
26364ME,7948376290,05/05/2016,02:03P,FIRE HYDRANT,,115.00,115.00,0.00,
19563MH,7498947365,07/08/2016,09:09A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
65572JU,8576865828,08/19/2017,10:48A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
28427JU,8479338349,08/24/2017,11:45A,DOUBLE PARKING-MIDTOWN COMML,,115.00,115.00,0.00,HEARING HELD-GUILTY
98853JZ,8507894460,10/02/2017,10:07A,INSP. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
41748MH,1418828476,02/13/2017,12:28P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,7245970737,10/27/2016,01:18P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
22409MB,7495394614,08/03/2016,02:33P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8481889994,08/25/2017,02:30P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8507936052,08/09/2017,10:27A,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,7663028752,05/19/2016,09:23A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,8509842723,08/17/2017,11:10A,NO STOPPING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8515723517,08/04/2017,10:06A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,7989151777,04/05/2016,11:32A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
13894JU,7940757969,04/06/2016,03:40P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
GRF3643,8587528476,10/11/2017,02:34P,FIRE HYDRANT,,115.00,115.00,0.00,
48660JW,7513922287,07/30/2016,12:25P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING PENDING
69065ME,8551965839,08/24/2017,01:48P,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-GUILTY
13743JK,8482675217,10/19/2017,11:11A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
HCE5794,7526630272,05/03/2016,11:38A,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,1419820620,02/21/2017,09:48A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,8513449350,10/06/2017,11:48A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,1419821660,02/07/2017,10:37A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8561473642,08/12/2017,01:19P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-GUILTY
22409MB,8519402653,10/10/2017,12:52P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
84067JW,8525194049,09/14/2017,12:39P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
28426JU,8565503781,08/15/2017,04:11P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,7663034582,06/16/2016,09:52A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8572410922,08/29/2017,11:22A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-GUILTY
22409MB,8590908835,09/25/2017,01:00P,NO PARKING-EXC. AUTH. VEHICLE,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,8600200441,09/25/2017,09:13A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,8625852245,10/16/2017,09:29A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
13894JU,7047924681,12/09/2016,11:43A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
11101JC,8479237624,11/08/2017,12:12P,REG. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
84067JW,8479971824,11/08/2017,10:37A,OBSTRUCTING TRAFFIC/INTERSECT,,115.00,115.00,0.00,
67300JV,8482430956,09/08/2017,02:14P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
GRF3643,8593904075,10/06/2017,02:44P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
13894JU,7664271459,06/10/2016,01:16P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8594954384,10/05/2017,01:40P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8496384664,11/08/2017,02:44P,REG. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
19227MC,8498109784,11/16/2017,02:12P,NO STANDING-BUS LANE,,115.00,115.00,0.00,
91731JA,8503936010,11/16/2017,11:36A,SIDEWALK,,115.00,115.00,0.00,
71860JT,8507939673,10/05/2017,01:14P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8511439717,09/12/2017,11:43A,NO PARKING-STREET CLEANING,,45.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8514765851,11/21/2017,07:47A,FIRE HYDRANT,,115.00,115.00,0.00,
26364ME,8518597675,10/02/2017,12:06P,NO PARKING-DAY/TIME LIMITS,,60.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8521195783,10/05/2017,09:50A,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8521980164,09/05/2017,12:59P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
91731JA,8594056138,10/16/2017,01:32P,EXPIRED MUNI METER,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8597261407,10/19/2017,09:36A,NO PARKING-DAY/TIME LIMITS,,60.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
28427JU,8599103143,10/03/2017,09:41A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28440JU,8623505293,11/08/2017,01:19P,FIRE HYDRANT,,115.00,115.00,0.00,
22409MB,8624901868,10/12/2017,09:42A,NO PARKING-DAY/TIME LIMITS,,60.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,7038302735,06/17/2016,09:07A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
28426JU,7038303053,06/20/2016,09:59A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8535323703,09/07/2017,04:38P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,HEARING HELD-GUILTY
22409MB,8537189753,10/09/2017,11:50A,NO PARKING-DAY/TIME LIMITS,,60.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8545478422,11/21/2017,10:48A,NO STANDING-BUS STOP,,115.00,115.00,0.00,
GRF3643,5092299095,06/28/2016,01:55P,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,
64999JV,8563617874,09/06/2017,00:12A,NGHT PKG ON RESID STR-COMM VEH,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8564923464,09/05/2017,08:48A,NO PARKING-STREET CLEANING,,45.00,45.00,0.00,HEARING HELD-GUILTY
57273MD,8601004209,10/05/2017,05:45P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8574217451,09/19/2017,02:35P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,HEARING HELD-GUILTY
14620JZ,8576875561,09/26/2017,01:31P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8578317312,11/06/2017,12:24P,FIRE HYDRANT,,115.00,115.00,0.00,
22409MB,8586164781,09/18/2017,10:47A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
91731JA,8586428401,09/25/2017,02:46P,DOUBLE PARKING,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8587156184,08/30/2017,02:53P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8589106391,08/30/2017,04:22P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8591010231,10/19/2017,10:47A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
67300JV,8591253942,09/13/2017,09:46A,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,7038304276,06/27/2016,09:08A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
71860JT,7038304446,06/27/2016,10:19A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,7038305074,06/30/2016,09:50A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
41748MH,7038305086,06/30/2016,09:51A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,7900654641,09/08/2016,02:57P,DOUBLE PARKING-MIDTOWN COMML,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,7039925837,06/21/2016,09:39A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,7037582475,06/09/2016,09:10A,NO PARKING-STREET CLEANING,,65.00,65.00,0.00,HEARING PENDING
84067JW,7038304434,06/27/2016,10:17A,NO STANDING-EXC. TRUCK LOADING,,95.00,95.00,0.00,HEARING PENDING
19563MH,7039925825,06/21/2016,09:38A,NO PARKING-STREET CLEANING,,65.00,65.00,0.00,HEARING PENDING
13743JK,4641043097,12/07/2017,02:12P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,
72226JM,8591672227,12/01/2017,05:15P,FIRE HYDRANT,,115.00,115.00,0.00,
11101JC,7045474040,06/23/2016,10:03A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,7031100604,06/16/2016,04:17P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
14620JZ,7031101293,06/23/2016,04:22P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
13743JK,8039027512,03/22/2016,11:17A,FIRE HYDRANT,,115.00,115.00,0.00,
64999JV,8627101048,10/12/2017,03:26P,NO PARKING-EXC. AUTH. VEHICLE,,65.00,65.00,0.00,HEARING HELD-GUILTY
14620JZ,7047047323,06/14/2016,01:58P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
41748MH,8041627997,04/12/2016,11:34A,REG. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
26364ME,8513810022,03/07/2017,11:43A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8044831812,05/08/2016,11:23A,INSP. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
71878JT,7954783110,09/16/2016,12:47P,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
69065ME,7919171416,08/05/2016,01:52P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
26364ME,8028581870,03/31/2016,10:09A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
26364ME,8029891131,04/05/2016,11:10A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
98853JZ,8047927954,02/23/2016,10:27A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
14620JZ,7451959200,04/03/2017,05:29P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
11101JC,1420057674,04/10/2017,11:08A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,7978740330,08/30/2016,03:22P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,8599265623,11/22/2017,12:56P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,1371425530,08/27/2014,,,,,,,
84067JW,8093010180,04/05/2016,11:30A,FIRE HYDRANT,,115.00,115.00,0.00,
19227MC,8115003372,04/28/2016,01:27P,FIRE HYDRANT,,115.00,115.00,0.00,
28440JU,8624914541,12/06/2017,09:45A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8587637540,11/29/2017,11:08A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8588381564,11/24/2017,03:44P,FAIL TO DSPLY MUNI METER RECPT,,65.00,75.00,0.00,
71878JT,8588830565,11/28/2017,09:33A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28440JU,8598822048,11/27/2017,01:23P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
71878JT,8621204290,12/05/2017,09:35A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,7985068922,08/18/2016,03:30P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8230510787,03/26/2016,01:30P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
72226JM,8509296042,09/28/2017,09:29A,FIRE HYDRANT,,115.00,115.00,0.00,
13743JK,8518386720,09/28/2017,12:51P,FIRE HYDRANT,,115.00,115.00,0.00,
65572JU,8260018615,05/02/2016,01:18P,INSP. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
48549JW,8576717918,09/28/2017,01:35P,FIRE HYDRANT,,115.00,115.00,0.00,
22409MB,1421924500,04/18/2017,10:21A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
GRU5328,7046272487,04/05/2016,03:07P,EXPIRED MUNI METER,,65.00,75.00,0.00,
28427JU,7492333195,05/10/2016,12:03P,INSP. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
14620JZ,7765877598,04/21/2016,01:07P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
29765MA,8048299288,05/11/2016,07:42A,INSP. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
28427JU,8077521605,05/12/2016,10:51A,INSP. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
19227MC,8620101730,01/29/2018,01:44P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8504944785,01/03/2018,02:46P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8514612153,02/22/2018,09:26A,SAFETY ZONE,,115.00,115.00,0.00,
14620JZ,8030643147,09/08/2016,10:40A,REG. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
22409MB,4629436388,01/13/2017,08:22A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,
48660JW,8609663826,12/07/2017,12:58P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8615855390,11/29/2017,01:39P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8615855766,11/30/2017,01:24P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8624921510,01/02/2018,09:42A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
28440JU,8625866955,12/21/2017,09:28A,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY
19563MH,8626350363,11/16/2017,02:55P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,HEARING HELD-GUILTY
48549JW,8628811412,12/11/2017,12:44P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8507984216,12/07/2017,12:04P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
11101JC,8542092650,11/30/2017,10:06A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
14620JZ,8563173637,12/22/2017,09:56A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,8568355390,11/28/2017,02:41P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
41748MH,8576230689,11/30/2017,11:35A,NO PARKING-STREET CLEANING,,65.00,65.00,0.00,HEARING HELD-GUILTY
67300JV,8586656185,07/28/2017,09:51A,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,
28427JU,8587641724,12/14/2017,02:01P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
19563MH,8590231719,12/01/2017,10:38A,FAIL TO DSPLY MUNI METER RECPT,,65.00,75.00,0.00,HEARING HELD-GUILTY
13743JK,8591227700,12/01/2017,09:42A,NO PARKING-STREET CLEANING,,65.00,65.00,0.00,HEARING HELD-GUILTY
57273MD,8597323164,12/20/2017,02:08P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
13743JK,8598928045,12/18/2017,10:01A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
67300JV,7323556557,06/07/2016,02:58P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
69065ME,8514323258,02/21/2018,11:36A,PLTFRM LFTS LWRD POS COMM VEH,,45.00,45.00,0.00,
19227MC,8633958703,01/19/2018,01:17P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
64999JV,1414286041,08/23/2017,04:50P,SIDEWALK,,115.00,115.00,0.00,
57273MD,8481947829,01/16/2018,09:37A,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
19563MH,8600089463,03/09/2018,02:11P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
67300JV,5094691211,12/13/2016,09:46A,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,
65572JU,1378836571,02/06/2015,,,,,,,
28427JU,7281457110,07/13/2016,10:19A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
71860JT,8565634255,03/06/2018,10:55A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
71860JT,1421379960,04/04/2017,12:46P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
28426JU,7005117323,12/14/2016,11:15A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8030640419,08/26/2016,01:32P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
98853JZ,1414281961,09/26/2017,10:47A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8616116370,02/06/2018,10:39A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,1398893961,04/20/2016,09:33A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
14620JZ,8561306506,06/06/2017,02:30P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8561704226,05/22/2017,02:44P,FAIL TO DSPLY MUNI METER RECPT,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
29765MA,8635365446,03/07/2018,11:04A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
64999JV,8617518261,02/14/2018,12:08P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
14620JZ,1383935701,06/24/2015,,,,,,,
48549JW,8634620128,04/04/2018,11:10A,FIRE HYDRANT,,115.00,115.00,0.00,
71860JT,1403108020,03/07/2015,02:40P,DOUBLE PARKING,08/18/2016,115.00,176.59,0.00,
69065ME,8638059887,03/27/2018,02:51P,DOUBLE PARKING,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
29765MA,8640652338,03/06/2018,02:38P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
57273MD,8641951209,02/08/2018,03:27P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
65572JU,1407640525,03/24/2016,09:45P,NGHT PKG ON RESID STR-COMM VEH,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,8653101720,03/14/2018,01:20P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
71878JT,1402310481,09/21/2016,01:40A,NGHT PKG ON RESID STR-COMM VEH,,65.00,65.00,0.00,
14620JZ,8054548679,08/31/2016,11:27A,REG. STICKER-EXPIRED/MISSING,,65.00,65.00,0.00,
22409MB,1408421471,04/28/2016,08:59A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
65572JU,8623965310,03/29/2018,10:30A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
